country_iso3,year,source,event_category,event_subtype,title,summary,mechanism,policy_direction,confidence,tags,url
JOR,1996,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Lower'.,This may affect how the state approaches fertility trends and demographic goals.,anti_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
JOR,1986,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too high' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
JOR,1996,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too high'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
JOR,1986,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Direct support' to 'Indirect support'.,This may affect access to family planning services and reproductive choices.,restrictive,0.8,"[""family_planning_support"", ""family_planning""]",
JOR,1996,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Indirect support' to 'Direct support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
JOR,2005,un_wpp,abortion,legal_grounds,Abortion policy changed,"Legal grounds for abortion changed from '1,2,3' to '1,2,3,5'.",This may affect legal access to abortion and reproductive autonomy.,expansive,0.8,"[""abortion_grounds"", ""abortion""]",
JOR,2011,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Not a concern' to 'Minor concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
KAZ,2011,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Raise' to 'Maintain'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
KAZ,2011,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too low' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
KAZ,2001,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Direct support' to 'Indirect support'.,This may affect access to family planning services and reproductive choices.,restrictive,0.8,"[""family_planning_support"", ""family_planning""]",
KAZ,2003,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Not a concern' to 'Major concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
KAZ,2001,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'Yes' to 'No'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
KAZ,2003,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
KEN,2001,un_wpp,abortion,legal_grounds,Abortion policy changed,"Legal grounds for abortion changed from '1' to '1,2,3'.",This may affect legal access to abortion and reproductive autonomy.,expansive,0.8,"[""abortion_grounds"", ""abortion""]",
KIR,2011,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Lower' to 'Maintain'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
KIR,2013,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Maintain' to 'Lower'.,This may affect how the state approaches fertility trends and demographic goals.,anti_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
KIR,2013,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Minor concern' to 'Major concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
KWT,1986,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Maintain' to 'Raise'.,This may affect how the state approaches fertility trends and demographic goals.,pro_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
KWT,1996,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Raise' to 'Maintain'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
KWT,2001,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Maintain' to 'No intervention'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
KWT,2005,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Raise'.,This may affect how the state approaches fertility trends and demographic goals.,pro_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
KWT,1986,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too low'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
KWT,1996,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too low' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
KWT,2005,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too low'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
KWT,2001,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'No support' to 'Indirect support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
KWT,2005,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Indirect support' to 'Direct support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
KWT,2005,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Not a concern' to 'Minor concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
KWT,2005,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
KGZ,2005,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Maintain'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
KGZ,2003,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Not a concern' to 'Minor concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
KGZ,2005,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Minor concern' to 'Major concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
LVA,2001,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Direct support' to 'Indirect support'.,This may affect access to family planning services and reproductive choices.,restrictive,0.8,"[""family_planning_support"", ""family_planning""]",
LVA,2005,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Indirect support' to 'No support'.,This may affect access to family planning services and reproductive choices.,restrictive,0.8,"[""family_planning_support"", ""family_planning""]",
LVA,2013,un_wpp,gender_reproductive_rights,domestic_violence_policy,Domestic violence policy changed,"Domestic violence policy changed from '2' to '1,2'.",This may reflect broader reproductive rights and protection policies.,unknown,0.8,"[""domestic_violence_policies"", ""gender_reproductive_rights""]",
LVA,2001,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Minor concern' to 'Major concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
LVA,2003,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
LBN,2001,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Lower'.,This may affect how the state approaches fertility trends and demographic goals.,anti_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
LBN,2009,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Lower' to 'No intervention'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
LBN,2005,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too high'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
LBN,2009,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too high' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
LBN,2005,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Indirect support' to 'Direct support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
LBN,2005,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
LSO,2013,un_wpp,gender_reproductive_rights,domestic_violence_policy,Domestic violence policy changed,Domestic violence policy changed from '1' to '2'.,This may reflect broader reproductive rights and protection policies.,unknown,0.8,"[""domestic_violence_policies"", ""gender_reproductive_rights""]",
LBR,1996,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Lower'.,This may affect how the state approaches fertility trends and demographic goals.,anti_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
LBR,1986,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Direct support' to 'Indirect support'.,This may affect access to family planning services and reproductive choices.,restrictive,0.8,"[""family_planning_support"", ""family_planning""]",
LBR,1996,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Indirect support' to 'Direct support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
LBY,1986,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Raise' to 'No intervention'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
LBY,1986,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too low' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
LIE,1996,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Raise' to 'No intervention'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
LIE,2011,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Raise'.,This may affect how the state approaches fertility trends and demographic goals.,pro_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
LIE,1996,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too low' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
LIE,2005,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too low'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
LIE,2001,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'No support' to 'Direct support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
LIE,2005,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Direct support' to 'No support'.,This may affect access to family planning services and reproductive choices.,restrictive,0.8,"[""family_planning_support"", ""family_planning""]",
LIE,2009,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
LTU,2001,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too low'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
LTU,2001,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Direct support' to 'Indirect support'.,This may affect access to family planning services and reproductive choices.,restrictive,0.8,"[""family_planning_support"", ""family_planning""]",
LTU,2001,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Not a concern' to 'Major concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
LTU,2001,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
LUX,2005,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Raise' to 'Maintain'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
LUX,2011,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Maintain' to 'Raise'.,This may affect how the state approaches fertility trends and demographic goals.,pro_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
LUX,2005,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too low' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
LUX,2011,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too low'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
LUX,2011,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Not a concern' to 'Minor concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
LUX,2011,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
MDG,1996,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Lower'.,This may affect how the state approaches fertility trends and demographic goals.,anti_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MDG,1986,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Indirect support' to 'Direct support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
MWI,1996,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Lower'.,This may affect how the state approaches fertility trends and demographic goals.,anti_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MWI,1986,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too high'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
MWI,1986,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Limits' to 'Direct support'.,This may affect access to family planning services and reproductive choices.,unknown,0.8,"[""family_planning_support"", ""family_planning""]",
MYS,1986,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Lower' to 'Maintain'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MYS,1996,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Maintain' to 'Lower'.,This may affect how the state approaches fertility trends and demographic goals.,anti_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MYS,2003,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Lower' to 'No intervention'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MYS,2011,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Maintain'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MYS,1986,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too high' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
MYS,1996,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too high'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
MYS,2003,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too high' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
MYS,2001,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Minor concern' to 'Major concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
MDV,1996,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Lower'.,This may affect how the state approaches fertility trends and demographic goals.,anti_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MDV,2011,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Lower' to 'Maintain'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MDV,1996,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too high'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
MDV,2009,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too high' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
MDV,1986,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'No support' to 'Direct support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
MDV,2003,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Minor concern' to 'Major concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
MLI,1986,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Maintain'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MLI,1996,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Maintain' to 'Lower'.,This may affect how the state approaches fertility trends and demographic goals.,anti_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MLI,1996,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too high'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
MLI,2005,un_wpp,abortion,legal_grounds,Abortion policy changed,"Legal grounds for abortion changed from '1' to '1,4'.",This may affect legal access to abortion and reproductive autonomy.,expansive,0.8,"[""abortion_grounds"", ""abortion""]",
MLI,2009,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Minor concern' to 'Major concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
MLI,2005,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'Yes' to 'No'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
MLI,2009,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
MLT,2011,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Raise'.,This may affect how the state approaches fertility trends and demographic goals.,pro_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MLT,2005,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too low'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
MLT,2001,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'No support' to 'Indirect support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
MLT,2005,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Indirect support' to 'No support'.,This may affect access to family planning services and reproductive choices.,restrictive,0.8,"[""family_planning_support"", ""family_planning""]",
MHL,2013,un_wpp,gender_reproductive_rights,domestic_violence_policy,Domestic violence policy changed,Domestic violence policy changed from 'Neither' to '1'.,This may reflect broader reproductive rights and protection policies.,unknown,0.8,"[""domestic_violence_policies"", ""gender_reproductive_rights""]",
MRT,2005,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Lower'.,This may affect how the state approaches fertility trends and demographic goals.,anti_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MRT,2005,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too high'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
MRT,1996,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'No support' to 'Direct support'.,This may affect access to family planning services and reproductive choices.,expansive,0.8,"[""family_planning_support"", ""family_planning""]",
MRT,2005,un_wpp,reproductive_health,adolescent_fertility_concern,Concern about adolescent fertility changed,Concern about adolescent fertility changed from 'Not a concern' to 'Minor concern'.,This may influence reproductive health priorities for adolescents.,unknown,0.8,"[""concern_about_adolescent_fertility"", ""reproductive_health""]",
MRT,2009,un_wpp,reproductive_health,adolescent_fertility_policy,Adolescent fertility policy changed,Policies to reduce adolescent fertility changed from 'No' to 'Yes'.,This may affect reproductive health interventions targeting adolescents.,unknown,0.8,"[""policies_reduce_adolescent_fertility"", ""reproductive_health""]",
MUS,1996,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Lower' to 'Maintain'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MUS,2001,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Maintain' to 'No intervention'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MUS,2005,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Maintain'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MUS,1996,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too high' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
MEX,2005,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too high' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
MEX,2009,un_wpp,abortion,legal_grounds,Abortion policy changed,"Legal grounds for abortion changed from '1,4' to '1,2,3,4,5,6,7'.",This may affect legal access to abortion and reproductive autonomy.,expansive,0.8,"[""abortion_grounds"", ""abortion""]",
MCO,2001,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Raise' to 'No intervention'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MCO,2005,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Maintain'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MCO,2001,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Too low' to 'Satisfactory'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
MCO,1996,un_wpp,family_planning,government_support,Family planning support changed,Family planning support changed from 'Direct support' to 'No support'.,This may affect access to family planning services and reproductive choices.,restrictive,0.8,"[""family_planning_support"", ""family_planning""]",
MCO,2011,un_wpp,abortion,legal_grounds,Abortion policy changed,"Legal grounds for abortion changed from '1' to '1,4,5'.",This may affect legal access to abortion and reproductive autonomy.,expansive,0.8,"[""abortion_grounds"", ""abortion""]",
MNG,1986,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Maintain' to 'Raise'.,This may affect how the state approaches fertility trends and demographic goals.,pro_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MNG,1996,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Raise' to 'Maintain'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MNG,2001,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'Maintain' to 'No intervention'.,This may affect how the state approaches fertility trends and demographic goals.,neutral,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MNG,2005,un_wpp,population_policy,official_orientation,Population policy orientation changed,Population policy orientation changed from 'No intervention' to 'Raise'.,This may affect how the state approaches fertility trends and demographic goals.,pro_natal,0.8,"[""policy_on_fertility_level"", ""population_policy""]",
MNG,1986,un_wpp,population_policy,government_view,Government view on fertility level changed,Government view on fertility level changed from 'Satisfactory' to 'Too low'.,This may reflect a shift in how fertility trends are evaluated by the government.,unknown,0.8,"[""view_on_fertility_level"", ""population_policy""]",
